text,label,sentiment,source,model
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,1,neutral,original,—
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",1,neutral,original,—
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,1,neutral,original,—
"Q3 profits at XYZ Corporation miss expectations, causing a 10% drop in share price.",0,negative,synthetic,mistral:7b
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",2,positive,original,—
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",1,neutral,original,—
"Amazon announces the launch of a new renewable energy project in Texas, furthering its commitment to sustainable operations.",1,neutral,synthetic,mistral:7b
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",1,neutral,original,—
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",1,neutral,original,—
"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",1,neutral,original,—
`` It wo n't happen overnight .,1,neutral,original,—
IBM announces the launch of a new cloud-based data analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, Office 365 F5, set to roll out by Q4 2023.",1,neutral,synthetic,mistral:7b
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,2,positive,original,—
"Tech giant IBM announces the launch of a new cloud-based data analytics platform, aimed at enhancing business intelligence for clients.",1,neutral,synthetic,mistral:7b
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,1,neutral,original,—
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,1,neutral,original,—
Amazon announces the launch of a new renewable energy project in Texas to power its data centers.,1,neutral,synthetic,mistral:7b
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",2,positive,original,—
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1,neutral,original,—
"Amazon announces the launch of a new logistics center in Kansas City, expected to create 1500 jobs.",1,neutral,synthetic,mistral:7b
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",1,neutral,original,—
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,1,neutral,original,—
No planned closing date was provided .,1,neutral,original,—
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2,positive,original,—
Goldman Sachs announces the appointment of Jane Smith as Head of European Equities.,1,neutral,synthetic,mistral:7b
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,1,neutral,original,—
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",0,negative,original,—
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",2,positive,original,—
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",2,positive,original,—
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,2,positive,original,—
"Tech giant reports Q2 earnings beating analyst estimates by 10%, marking a 25% year-on-year revenue growth.",2,positive,synthetic,mistral:7b
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,2,positive,original,—
"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",1,neutral,original,—
"Stora Enso has also had meetings with the labor authorities , Employment and Economic Development Centres and representatives of the government in order to find solutions .",1,neutral,original,—
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",2,positive,original,—
In 2007 Etteplan reported a turnover of EUR125 .2 m.,1,neutral,original,—
Amazon announces the launch of a new sustainable packaging initiative aimed at reducing waste in its supply chain.,1,neutral,synthetic,mistral:7b
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,1,neutral,original,—
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",1,neutral,original,—
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",0,negative,original,—
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",2,positive,original,—
"Amazon announces the launch of a new sustainability initiative, aiming to reduce carbon emissions by 50% in its operations by 2030.",1,neutral,synthetic,mistral:7b
Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,1,neutral,original,—
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",1,neutral,original,—
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',1,neutral,original,—
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",1,neutral,original,—
Yakima created the position for him after emerging from economic downturns of its own .,1,neutral,original,—
"Global technology firm Samsung Electronics announces the launch of its new line of smartphones, the Galaxy S21 FE, marking another step in its continuous product expansion strategy.",1,neutral,synthetic,mistral:7b
"According to Finnair Technical Services , the measure is above all due to the employment situation .",1,neutral,original,—
The idea of saving electricity in data transfer is still a new one .,1,neutral,original,—
Google announces the launch of a new cloud computing service designed to support small businesses.,1,neutral,synthetic,mistral:7b
"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",2,positive,original,—
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,1,neutral,original,—
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2,positive,original,—
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,2,positive,original,—
Q3 earnings report shows a 15% revenue growth for tech giant XYZ Corporation.,2,positive,synthetic,mistral:7b
"Q2 earnings reported a 15% increase, surpassing analysts' expectations.",2,positive,synthetic,mistral:7b
"Global Industries announces the appointment of Jane Thompson as its new Chief Financial Officer, effective immediately.",1,neutral,synthetic,mistral:7b
"The firm 's UK head office is in Rugby Road , Lutterworth .",1,neutral,original,—
"Also , a six-year historic analysis is provided for these markets .",1,neutral,original,—
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",1,neutral,original,—
"`` The number of collection errors fell considerably , and operations speeded up .",2,positive,original,—
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,0,negative,original,—
The inventor was issued U.S. Patent No. .,1,neutral,original,—
Shares in TechCorp plummet 10% after announcing a third-quarter revenue decline and downgrading full-year earnings expectations.,0,negative,synthetic,mistral:7b
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",1,neutral,original,—
Intel announces the launch of its new 10nm processor line in Q3 2023.,1,neutral,synthetic,mistral:7b
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",2,positive,original,—
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",0,negative,original,—
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,2,positive,original,—
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",0,negative,original,—
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,1,neutral,original,—
"Goldman Sachs announces the appointment of Jane Thompson as its new Chief Operating Officer, effective immediately.",1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new solar-powered data center in Virginia.,1,neutral,synthetic,mistral:7b
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",2,positive,original,—
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,1,neutral,original,—
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",2,positive,original,—
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",1,neutral,original,—
Operating profit of the Asian plants grew markedly .,2,positive,original,—
Panostaja did not disclose the purchase price .,1,neutral,original,—
"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",1,neutral,original,—
"Tesla Inc. announces the launch of its new solar roof tile design, set to debut at an upcoming home improvement trade show.",1,neutral,synthetic,mistral:7b
J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,1,neutral,original,—
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",0,negative,original,—
"Tech giant reports Q3 earnings beating estimates by 15%, driving a 6% increase in share price.",2,positive,synthetic,mistral:7b
Amazon announces the launch of a new solar-powered data center in Nevada.,1,neutral,synthetic,mistral:7b
IBM announces the launch of its new cloud-based data analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,0,negative,original,—
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,1,neutral,original,—
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",2,positive,original,—
"Shares of TechCorp surged 7% after announcing a 10% increase in Q3 profits, beating analysts' expectations.",2,positive,synthetic,mistral:7b
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",1,neutral,original,—
Stock prices for TechCorp plummeted 15% after the company announced a quarterly revenue miss and lowered its full-year outlook.,0,negative,synthetic,mistral:7b
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,2,positive,original,—
Samsung Electronics announces a new line of energy-efficient TVs set for release in Q3 2023.,1,neutral,synthetic,mistral:7b
The investment would be some EUR5m .,1,neutral,original,—
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,0,negative,original,—
Global Tech Corp warns of a 15% drop in Q3 profits due to supply chain disruptions.,0,negative,synthetic,mistral:7b
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,1,neutral,original,—
E 's building system service had revenue of EUR 355 mln in 2007 .,1,neutral,original,—
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",2,positive,original,—
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,2,positive,original,—
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",2,positive,original,—
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",2,positive,original,—
Tech giant announces 10% workforce reduction due to quarterly revenue miss.,0,negative,synthetic,mistral:7b
The orders are part of a long-term development plan of Latvijas Finieris .,1,neutral,original,—
Tech giant Microsoft announces a new collaboration with IBM on cloud-based AI solutions.,1,neutral,synthetic,mistral:7b
Arena Partners Oy is a development company for electronic business .,1,neutral,original,—
"Q3 earnings report reveals a 15% profit increase for Technology Inc., exceeding analysts' expectations.",2,positive,synthetic,mistral:7b
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",2,positive,original,—
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, set to roll out in Q3.",1,neutral,synthetic,mistral:7b
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",1,neutral,original,—
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",2,positive,original,—
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,1,neutral,original,—
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",1,neutral,original,—
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",1,neutral,original,—
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",1,neutral,original,—
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",1,neutral,original,—
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",1,neutral,original,—
Each year the dividend is deducted from the subscription price .,1,neutral,original,—
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",1,neutral,original,—
"The contract covers installation , training and start-up services .",1,neutral,original,—
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",1,neutral,original,—
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,1,neutral,original,—
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1,neutral,original,—
The company specialises in temporary electrification and heating at construction sites .,1,neutral,original,—
The most significant challengers in the market are Logset and Sampo-Rosenlew .,1,neutral,original,—
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,0,negative,original,—
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,2,positive,original,—
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",2,positive,original,—
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",1,neutral,original,—
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",0,negative,original,—
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",1,neutral,original,—
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, 'Office 365 Fusion,' set to roll out globally in Q4 2022.",1,neutral,synthetic,mistral:7b
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",1,neutral,original,—
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",1,neutral,original,—
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1,neutral,original,—
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,1,neutral,original,—
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1,neutral,original,—
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",2,positive,original,—
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,1,neutral,original,—
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",1,neutral,original,—
`` Consumers have very well received our packed fresh meat .,2,positive,original,—
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",0,negative,original,—
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",2,positive,original,—
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",1,neutral,original,—
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,1,neutral,original,—
An individual promotion also generated slightly higher-than-expected revenues .,2,positive,original,—
Alma Media expects its net sales to increase as forecast previously .,2,positive,original,—
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,1,neutral,original,—
"Q3 earnings show a 15% revenue growth for tech giant XYZ Corp., exceeding analyst expectations.",2,positive,synthetic,mistral:7b
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,2,positive,original,—
Shares of Technology Inc. rallied 6% following Q3 earnings report revealing a 15% year-over-year revenue growth and $0.12 per share earnings beat.,2,positive,synthetic,mistral:7b
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",0,negative,original,—
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",1,neutral,original,—
The capital structure of Solidium may be complemented by other financial instruments in the future .,1,neutral,original,—
The company said that the results of the third quarter do not include non-recurring items .,1,neutral,original,—
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,2,positive,original,—
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",1,neutral,original,—
The customers will have an access to integrated propeller and gear packages from one source .,1,neutral,original,—
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",1,neutral,original,—
Stock prices for XYZ Corporation plummeted after the company issued a profit warning for Q3 2022.,0,negative,synthetic,mistral:7b
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",0,negative,original,—
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",2,positive,original,—
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",1,neutral,original,—
"Amazon announces the launch of a new sustainability-focused product line, set to hit stores next quarter.",1,neutral,synthetic,mistral:7b
"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",1,neutral,original,—
"ABC Corporation announces the appointment of Jane Doe as its new Chief Financial Officer, effective immediately.",1,neutral,synthetic,mistral:7b
Tech giant Microsoft announces the launch of its new cloud-based AI platform for small and medium-sized businesses.,1,neutral,synthetic,mistral:7b
"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",1,neutral,original,—
"Tech giant reports Q2 earnings that surpassed analyst expectations, driving a 4% increase in share price.",2,positive,synthetic,mistral:7b
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",0,negative,original,—
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,1,neutral,original,—
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,2,positive,original,—
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,1,neutral,original,—
"The joint venture will invest about EUR 500,000 in production technology straight away .",1,neutral,original,—
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,1,neutral,original,—
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",1,neutral,original,—
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,0,negative,original,—
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,1,neutral,original,—
"Tesla Inc. announces the launch of its new solar roof tile product line, set to be unveiled at the upcoming Design Miami event.",1,neutral,synthetic,mistral:7b
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1,neutral,original,—
Tech giant Microsoft announces the launch of its new cloud-based data analytics platform.,1,neutral,synthetic,mistral:7b
EBIT excluding non-recurring items was estimated to increase from 2009 .,2,positive,original,—
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",1,neutral,original,—
"Microsoft announces the launch of a new cloud service for small businesses, set to be rolled out in Q2.",1,neutral,synthetic,mistral:7b
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,1,neutral,original,—
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",1,neutral,original,—
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,1,neutral,original,—
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",2,positive,original,—
"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .",2,positive,original,—
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,1,neutral,original,—
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",1,neutral,original,—
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",1,neutral,original,—
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,1,neutral,original,—
Goldman Sachs announces the appointment of Jane Smith as Global Head of Renewable Energy Investment.,1,neutral,synthetic,mistral:7b
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",0,negative,original,—
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",1,neutral,original,—
"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",1,neutral,original,—
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",2,positive,original,—
Tech giant Microsoft announces the launch of its new cloud service 'Azure Edge Zones' for improved local data processing and reduced latency.,1,neutral,synthetic,mistral:7b
Net profit in the same period in 2006 was (  x20ac ) 172 million .,1,neutral,original,—
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",1,neutral,original,—
"Tesla Inc. has announced the launch of its new Model Y SUV, set to debut in spring 2021.",1,neutral,synthetic,mistral:7b
Insurance policies should be simple .,1,neutral,original,—
The studies are expected to start in 2008 .,1,neutral,original,—
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,2,positive,original,—
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",2,positive,original,—
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",2,positive,original,—
Q3 earnings report reveals a 12% year-over-year increase in profits for TechGiant Inc.,2,positive,synthetic,mistral:7b
"Apple announces the launch of its new iPhone SE model, offering a more affordable option for consumers.",1,neutral,synthetic,mistral:7b
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",1,neutral,original,—
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",1,neutral,original,—
International operations accounted for over 80 % of net sales .,1,neutral,original,—
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",2,positive,original,—
S&P Global Ratings lowers XYZ Corporation's credit rating due to concerns over mounting debt levels and declining profits.,0,negative,synthetic,mistral:7b
Goldman Sachs announces the appointment of Jane Lee as its new Head of Global Investment Research.,1,neutral,synthetic,mistral:7b
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,1,neutral,original,—
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",2,positive,original,—
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",1,neutral,original,—
"Department store sales improved by 14 % to EUR 1,070.6 mn .",2,positive,original,—
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,2,positive,original,—
Goldman Sachs announces the appointment of Jane Thompson as its new Head of European Equities.,1,neutral,synthetic,mistral:7b
"Tech giant IBM announces the launch of a new cloud-based data analytics platform, set to be released next quarter.",1,neutral,synthetic,mistral:7b
"Q4 earnings report shows a 15% profit increase for Technology Inc., exceeding analysts' expectations.",2,positive,synthetic,mistral:7b
Goldman Sachs announces the appointment of Jane Lee as Global Head of Sustainable Finance.,1,neutral,synthetic,mistral:7b
A 2001 agreement expired earlier this month .,1,neutral,original,—
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",1,neutral,original,—
"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",1,neutral,original,—
Amazon announces the launch of a new sustainability initiative focused on reducing packaging waste by 2024.,1,neutral,synthetic,mistral:7b
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,1,neutral,original,—
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0,negative,original,—
"Global Technology Inc. announces the appointment of Jane Thompson as Chief Operating Officer, effective immediately.",1,neutral,synthetic,mistral:7b
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",0,negative,original,—
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",2,positive,original,—
Stock prices for TechCorp plummeted 12% after missing Q3 earnings estimates and issuing a profit warning.,0,negative,synthetic,mistral:7b
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",2,positive,original,—
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",2,positive,original,—
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",1,neutral,original,—
Shares of TechCorp surge 10% after announcing a 25% increase in Q3 revenues.,2,positive,synthetic,mistral:7b
IBM announces the launch of a new AI-powered cloud service for small businesses.,1,neutral,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite, Office 365 F1, aimed at education sector globally.",1,neutral,synthetic,mistral:7b
"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",1,neutral,original,—
